Date/Time,Lat,Lon,Base
5/31/2014 18:57:00,40.766,-73.9714,B02682
5/13/2014 21:19:00,40.7598,-73.9782,B02598
5/21/2014 18:19:00,40.7254,-73.9979,B02598
5/20/2014 16:40:00,40.6246,-73.9676,B02682
5/22/2014 7:31:00,40.7374,-73.9965,B02598
5/22/2014 22:02:00,40.7506,-73.9946,B02617
5/31/2014 21:53:00,40.7594,-73.9854,B02598
5/3/2014 0:49:00,40.7245,-73.8695,B02682
5/14/2014 8:42:00,40.75,-73.9836,B02617
5/14/2014 19:19:00,40.7322,-74.0019,B02682
5/23/2014 7:36:00,40.7452,-73.9949,B02682
5/2/2014 6:55:00,40.7931,-73.9674,B02617
5/19/2014 8:46:00,40.7598,-73.9808,B02682
5/28/2014 21:51:00,40.7638,-73.9734,B02617
5/23/2014 19:13:00,40.7455,-73.9012,B02617
5/15/2014 6:15:00,40.6933,-73.9843,B02682
5/31/2014 1:04:00,40.7422,-74.0041,B02682
5/7/2014 9:44:00,40.8186,-73.8939,B02682
5/20/2014 8:17:00,40.7728,-73.9535,B02617
5/17/2014 19:00:00,40.7666,-73.9614,B02617
5/26/2014 16:51:00,40.6421,-73.789,B02598
5/19/2014 7:28:00,40.7425,-73.9997,B02512
5/3/2014 18:22:00,40.6861,-73.9941,B02682
5/16/2014 10:04:00,40.7702,-73.9678,B02512
5/14/2014 12:53:00,40.7626,-73.9821,B02598
5/14/2014 14:29:00,40.7632,-73.9738,B02682
5/5/2014 17:53:00,40.7642,-73.9884,B02598
5/11/2014 13:09:00,40.7232,-73.9913,B02617
5/28/2014 17:17:00,40.7505,-73.973,B02617
5/12/2014 7:24:00,40.6839,-73.8474,B02598
5/16/2014 0:34:00,40.7184,-73.9601,B02682
5/18/2014 1:36:00,40.7377,-74.0046,B02598
5/20/2014 13:12:00,40.7401,-74.0033,B02682
5/21/2014 17:18:00,40.771,-73.9656,B02598
5/26/2014 16:04:00,40.6567,-73.9084,B02617
5/18/2014 0:41:00,40.7249,-73.9923,B02682
5/22/2014 8:51:00,40.744,-73.9993,B02512
5/28/2014 18:40:00,40.7257,-74.0039,B02598
5/20/2014 21:40:00,40.7501,-73.9754,B02617
5/17/2014 18:36:00,40.7325,-74.0097,B02598
5/14/2014 17:47:00,40.7667,-73.9628,B02617
5/16/2014 22:55:00,40.7321,-73.994,B02598
5/20/2014 20:18:00,40.7637,-73.9741,B02598
5/10/2014 18:05:00,40.6925,-73.9944,B02682
5/28/2014 8:05:00,40.7742,-73.9484,B02512
5/22/2014 15:21:00,40.7479,-73.9773,B02512
